chr10_1004;chr19_957
chr4_2294;chr5_2644
chr4_2296;chr5_4334
chr4_229;chr3_661
chr4_2300;chr5_2537
chr4_2306;chr5_2688
chr4_2308;chr5_922
chr4_2309;chr5_923
chr4_230;chr3_660
chr4_2310;chr5_920
chr4_2311;chr5_921
chr4_2312;chr5_2687
chr4_2315;chr5_5442
chr4_231;chr3_1777
chr4_2320;chr3_1475
chr4_2321;chr3_2196
chr4_2327;chr3_3295
chr4_2345;chr8_934
chr4_2353;chr3_653
chr4_2354;chr3_604
chr4_2356;chr8_3422
chr4_235;chr3_631
chr4_2362;chr8_3763
chr4_2365;chr8_581
chr4_2366;chr8_3762
chr4_2368;chr8_585
chr4_236;chr3_2715
chr4_2372;chr5_416
chr4_2373;chr5_3050
chr4_2376;chr5_436
chr4_2379;chr5_3224
chr4_2387;chr5_3812
chr4_238;chr3_1770
chr4_2391;chr5_5607
chr4_2407;chr5_483
chr4_240;chr3_3143
chr4_2413;chr5_3212
chr4_2414;chr5_2172
chr4_2417;chr5_4666
chr4_2422;chr5_504
chr4_2422;chr5_505
chr4_2434;chr5_3239
chr4_2440;chr5_5647
chr4_2445;chr5_595
chr4_244;chr3_2948
chr4_245;chr8_714
chr4_2463;chr5_2217
chr4_2465;chr5_689
chr4_2466;chr5_5408
chr4_2467;chr5_2663
chr4_2469;chr5_2218
chr4_2472;chr5_4289
chr4_2474;chr5_4754
chr4_247;chr8_1835
chr4_2485;chr5_758
chr4_2486;chr5_758
chr4_248;chr8_1835
chr4_2490;chr5_6020
chr4_2496;chr5_824
chr4_2497;chr5_4339
chr4_249;chr8_687
chr4_2505;chr5_5748
chr4_2509;chr5_5748
chr4_250;chr8_3033
chr4_2512;chr5_5436
chr4_2513;chr5_5435
chr4_2522;chr5_4361
chr4_2526;chr5_1015
chr4_2527;chr5_1013
chr4_252;chr8_4657
chr4_2535;chr3_3678
chr4_2536;chr3_1409
chr4_2537;chr3_2395
chr4_2538;chr3_1901
chr4_2539;chr3_1381
chr4_2543;chr3_3885
chr4_2544;chr3_4520
chr4_2545;chr3_1902
chr4_2546;chr3_3883
chr4_2549;chr3_1356
chr4_254;chr8_655
chr4_2554;chr3_1317
chr4_2556;chr3_4507
chr4_255;chr8_4063
chr4_2561;chr3_235
chr4_2564;chr3_240
chr4_2568;chr3_2248
chr4_2570;chr3_307
chr4_2580;chr8_2612
chr4_2590;chr8_929
chr4_2590;chr8_941
chr4_2591;chr8_941
chr4_259;chr8_642
chr4_2601;chr3_671
chr4_2603;chr3_2050
chr4_260;chr8_2510
chr4_2612;chr8_3419
chr4_2613;chr8_4835
chr4_261;chr8_632
chr4_2631;chr8_610
chr4_2640;chr8_3388
chr4_2641;chr8_569
chr4_2642;chr8_558
chr4_266;chr8_1811
chr4_268;chr8_602
chr4_269;chr8_579
chr4_274;chr8_579
chr4_274;chr8_580
chr4_276;chr8_567
chr4_276;chr8_568
chr4_277;chr8_4286
chr4_291;chr11_4404
chr4_292;chr5_3359
chr4_295;chr5_1192
chr4_296;chr5_399
chr4_296;chr5_400
chr4_298;chr5_404
chr4_300;chr5_411
chr4_303;chr5_422
chr4_315;chr5_3193
chr4_321;chr5_501
chr4_322;chr5_493
chr4_323;chr5_492
chr4_325;chr5_492
chr4_326;chr5_507
chr4_328;chr5_2197
chr4_333;chr5_546
chr4_334;chr5_3241
chr4_335;chr5_584
chr4_337;chr5_2648
chr4_339;chr5_4277
chr4_340;chr5_2533
chr4_341;chr5_5270
chr4_344;chr5_739
chr4_345;chr5_776
chr4_347;chr5_822
chr4_348;chr5_834
chr4_352;chr5_863
chr4_353;chr5_892
chr4_353;chr5_893
chr4_355;chr5_904
chr4_356;chr5_932
chr4_357;chr5_6041
chr4_357;chr5_960
chr4_359;chr3_1456
chr4_360;chr3_1366
chr4_360;chr3_1367
chr4_364;chr3_1302
chr4_365;chr6_821
chr4_367;chr3_3955
chr4_368;chr3_201
chr4_369;chr3_199
chr4_370;chr3_250
chr4_371;chr3_292
chr4_372;chr8_994
chr4_373;chr8_973
chr4_380;chr3_652
chr4_381;chr3_632
chr4_384;chr8_707
chr4_388;chr8_3014
chr4_389;chr8_608
chr4_38;chr3_1896
chr4_391;chr8_595
chr4_392;chr8_2506
chr4_393;chr8_546
chr4_395;chr5_2953
chr4_398;chr5_1187
chr4_39;chr3_252
chr4_401;chr5_3366
chr4_402;chr5_3367
chr4_402;chr5_3368
chr4_403;chr5_3368
chr4_405;chr5_3369
chr4_405;chr5_4891
chr4_406;chr5_4891
chr4_407;chr5_4891
chr4_409;chr5_5296
chr4_40;chr3_1726
chr4_410;chr5_4890
chr4_412;chr5_3370
chr4_413;chr5_3370
chr4_417;chr5_400
chr4_419;chr5_3182
chr4_41;chr8_999
chr4_422;chr5_1190
chr4_423;chr5_3186
chr4_424;chr5_4659
chr4_425;chr5_418
chr4_426;chr5_3191
chr4_427;chr5_423
chr4_429;chr5_438
chr4_432;chr5_4662
chr4_434;chr5_496
chr4_436;chr5_3825
chr4_43;chr3_683
chr4_440;chr5_2237
chr4_440;chr5_754
chr4_441;chr5_759
chr4_446;chr5_4345
chr4_451;chr5_2684
chr4_451;chr5_4351
chr4_453;chr5_4351
chr4_455;chr3_1482
chr4_457;chr3_1419
chr4_459;chr3_1307
chr4_45;chr8_620
chr4_461;chr3_200
chr4_462;chr3_241
chr4_468;chr8_2616
chr4_472;chr8_619
chr4_473;chr8_563
chr4_475;chr5_1188
chr4_479;chr5_397
chr4_485;chr5_417
chr4_489;chr5_439
chr4_49;chr5_409
chr4_503;chr5_2196
chr4_505;chr5_4680
chr4_512;chr5_3214
chr4_522;chr5_476
chr4_524;chr5_469
chr4_525;chr5_468
chr4_530;chr5_505
chr4_537;chr5_550
chr4_537;chr5_551
chr4_540;chr5_573
chr4_541;chr5_579
chr4_543;chr5_2621
chr4_545;chr5_599
chr4_545;chr5_600
chr4_547;chr5_4270
chr4_549;chr5_5666
chr4_550;chr5_2632
chr4_551;chr5_628
chr4_551;chr5_629
chr4_564;chr5_734
chr4_565;chr5_2919
chr4_568;chr5_754
chr4_571;chr5_781
chr4_574;chr5_796
chr4_575;chr5_801
chr4_578;chr5_802
chr4_580;chr5_4773
chr4_586;chr5_5278
chr4_594;chr6_2990
chr4_596;chr5_5706
chr4_599;chr5_806
chr4_5;chr5_426
chr4_602;chr5_5709
chr4_604;chr5_6252
chr4_605;chr5_5430
chr4_611;chr5_5713
chr4_615;chr5_4778
chr4_619;chr5_3071
chr4_620;chr5_4779
chr4_621;chr5_4340
chr4_621;chr5_836
chr4_625;chr5_850
chr4_626;chr5_857
chr4_629;chr5_865
chr4_631;chr5_4806
chr4_634;chr5_868
chr4_635;chr5_4806
chr4_635;chr5_865
chr4_636;chr5_889
chr4_637;chr5_894
chr4_639;chr5_901
chr4_643;chr5_925
chr4_644;chr5_4820
chr4_647;chr5_945
chr4_648;chr5_948
chr4_650;chr5_4359
chr4_654;chr5_1013
chr4_655;chr5_1014
chr4_657;chr5_2265
chr4_658;chr5_3325
chr4_661;chr5_1049
chr4_664;chr6_778
chr4_665;chr5_1077
chr4_674;chr6_2439
chr4_674;chr6_2440
chr4_678;chr3_1484
chr4_679;chr3_1461
chr4_682;chr3_4734
chr4_684;chr3_2188
chr4_684;chr3_3678
chr4_688;chr3_1412
chr4_689;chr3_1407
chr4_690;chr3_1385
chr4_690;chr3_2662
chr4_692;chr3_1378
chr4_693;chr3_2330
chr4_695;chr3_2168
chr4_698;chr3_1382
chr4_6;chr5_2608
chr4_701;chr3_2392
chr4_703;chr3_3637
chr4_703;chr3_4728
chr4_704;chr3_1355
chr4_704;chr3_1356
chr4_705;chr3_1895
chr4_706;chr3_1890
chr4_710;chr3_1326
chr4_711;chr3_3627
chr4_715;chr3_196
chr4_717;chr3_198
chr4_719;chr3_1981
chr4_719;chr3_2773
chr4_71;chr5_4230
chr4_722;chr14_1283
chr4_723;chr3_1708
chr4_724;chr3_223
chr4_725;chr3_221
chr4_725;chr3_2772
chr4_726;chr3_2431
chr4_726;chr3_3085
chr4_727;chr3_247
chr4_728;chr3_1987
chr4_729;chr3_4241
chr4_731;chr3_4242
chr4_732;chr3_1718
chr4_733;chr3_2245
chr4_734;chr3_293
chr4_740;chr3_1730
chr4_741;chr3_297
chr4_743;chr8_3485
chr4_745;chr8_975
chr4_746;chr8_4080
chr4_749;chr8_962
chr4_750;chr8_955
chr4_752;chr8_929
chr4_753;chr8_2048
chr4_757;chr3_3504
chr4_759;chr3_2815
chr4_760;chr3_666
chr4_761;chr3_3821
chr4_764;chr3_2047
chr4_767;chr3_3495
chr4_768;chr3_616
chr4_771;chr3_601
chr4_777;chr3_591
chr4_778;chr3_1767
chr4_781;chr8_695
chr4_785;chr8_4425
chr4_787;chr8_658
chr4_78;chr5_561
chr4_790;chr8_3794
chr4_794;chr8_654
chr4_799;chr8_3787
chr4_800;chr8_640
chr4_803;chr8_3015
chr4_805;chr8_2393
chr4_809;chr8_614
chr4_814;chr8_3392
chr4_818;chr8_588
chr4_81;chr5_5402
chr4_823;chr8_3000
chr4_825;chr8_3374
chr4_829;chr8_3377
chr4_82;chr5_3261
chr4_833;chr8_1804
chr4_852;chr5_6242
chr4_854;chr5_6031
chr4_856;chr5_932
chr4_856;chr5_933
chr4_858;chr5_3315
chr4_85;chr5_601
chr4_860;chr5_4380
chr4_861;chr6_3292
chr4_863;chr3_4144
chr4_864;chr3_3638
chr4_865;chr3_1886
chr4_866;chr3_3625
chr4_867;chr3_3768
chr4_86;chr5_630
chr4_871;chr3_1771
chr4_872;chr3_2490
chr4_873;chr3_609
chr4_875;chr8_584
chr4_876;chr8_3381
chr4_87;chr5_4722
chr4_888;chr5_5599
chr4_88;chr5_615
chr4_892;chr5_3819
chr4_895;chr5_4229
chr4_901;chr5_3245
chr4_903;chr5_3257
chr4_904;chr5_3257
chr4_907;chr5_4291
chr4_911;chr5_2232
chr4_916;chr5_3847
chr4_925;chr5_4764
chr4_925;chr5_6249
chr4_926;chr5_761
chr4_932;chr5_6021
chr4_945;chr5_3295
chr4_94;chr5_5678
chr4_95;chr5_674
chr4_964;chr5_5142
chr4_966;chr5_3884
chr4_975;chr6_5843
chr4_976;chr6_797
chr4_97;chr5_4744
chr4_984;chr3_2723
chr4_99;chr5_5411
chr5_1001;chr18_492
chr5_1003;chr18_1501
chr5_1005;chr18_2466
chr5_1006;chr18_2296
chr5_1007;chr18_1820
chr5_1008;chr18_517
chr5_1011;chr18_516
chr5_1018;chr18_1019
chr5_1025;chr18_1159
chr5_1029;chr18_551
chr5_1029;chr18_552
chr5_102;chr13_956
chr5_1030;chr18_567
chr5_1031;chr18_1517
chr5_1034;chr11_2425
chr5_1034;chr11_3707
chr5_1035;chr11_669
chr5_1038;chr11_661
chr5_1038;chr11_662
chr5_1039;chr11_674
chr5_1040;chr11_6402
chr5_1042;chr11_639
chr5_1045;chr11_2421
chr5_1046;chr11_632
chr5_1047;chr11_3305
chr5_1047;chr11_632
chr5_1048;chr11_3304
chr5_1053;chr13_663
chr5_1058;chr13_673
chr5_1059;chr13_675
chr5_1060;chr13_2831
chr5_1062;chr18_1423
chr5_1064;chr18_2811
chr5_1065;chr18_302
chr5_1066;chr18_966
chr5_1067;chr18_304
chr5_1071;chr18_2814
chr5_1072;chr18_2814
chr5_1075;chr18_325
chr5_1077;chr18_323
chr5_1078;chr18_338
chr5_1079;chr18_347
chr5_1081;chr18_1981
chr5_1083;chr18_1710
chr5_1084;chr18_1984
chr5_1086;chr18_356
chr5_1088;chr18_1987
chr5_1091;chr18_1721
chr5_1093;chr18_2006
chr5_1096;chr18_410
chr5_1098;chr18_2013
chr5_1099;chr18_421
chr5_109;chr13_2273
chr5_10;chr18_512
chr5_1101;chr18_419
chr5_1109;chr18_425
chr5_1110;chr18_1724
chr5_1114;chr18_1000
chr5_1115;chr18_1824
chr5_1117;chr18_1554
chr5_1117;chr18_1556
chr5_1119;chr18_2089
chr5_111;chr13_904
chr5_1120;chr18_644
chr5_1123;chr18_1038
chr5_1124;chr18_645
chr5_1125;chr18_1037
chr5_1127;chr18_1036
chr5_112;chr13_904
chr5_1135;chr18_622
chr5_1135;chr18_623
chr5_1136;chr18_1034
chr5_1139;chr18_1033
chr5_1140;chr18_1032
chr5_1143;chr18_617
chr5_1144;chr18_615
chr5_1145;chr18_611
chr5_1147;chr18_605
chr5_1148;chr18_604
chr5_1148;chr18_609
chr5_1151;chr11_698
chr5_1154;chr11_680
chr5_1156;chr11_704
chr5_1156;chr11_711
chr5_1158;chr11_713
chr5_1159;chr11_714
chr5_1160;chr11_702
chr5_1160;chr11_703
chr5_1165;chr11_4968
chr5_1166;chr11_2430
chr5_1167;chr11_3722
chr5_1171;chr11_539
chr5_1172;chr11_4477
chr5_1175;chr11_530
chr5_1179;chr11_528
chr5_1180;chr11_496
chr5_1181;chr11_510
chr5_1182;chr11_2906
chr5_1186;chr11_4924
chr5_118;chr13_3217
chr5_118;chr13_871
chr5_1190;chr11_2405
chr5_1191;chr11_4467
chr5_1197;chr11_6815
chr5_1199;chr11_430
chr5_119;chr13_876
chr5_11;chr18_556
chr5_1200;chr11_2899
chr5_1204;chr11_3643
chr5_1206;chr11_3639
chr5_120;chr13_871
chr5_1222;chr17_2679
chr5_1225;chr11_407
chr5_1229;chr13_4398
chr5_1230;chr13_625
chr5_1234;chr13_631
chr5_1239;chr13_639
chr5_1241;chr13_1804
chr5_1243;chr13_1662
chr5_1245;chr13_2431
chr5_124;chr13_2583
chr5_1255;chr11_594
chr5_1258;chr11_576
chr5_1259;chr11_576
chr5_1260;chr11_575
chr5_1261;chr11_574
chr5_1265;chr11_3678
chr5_1266;chr11_3678
chr5_1266;chr11_6824
chr5_1267;chr11_545
chr5_1267;chr11_554
chr5_1270;chr15_1596
chr5_1275;chr13_4317
chr5_1277;chr13_1261
chr5_1278;chr13_1177
chr5_1279;chr13_2495
chr5_1281;chr13_3520
chr5_1282;chr13_1582
chr5_1283;chr13_4019
chr5_1286;chr18_1003
chr5_1287;chr18_501
chr5_1288;chr18_560
chr5_1289;chr18_3122
chr5_1290;chr18_2494
chr5_1291;chr18_1524
chr5_1296;chr13_2437
chr5_1297;chr13_2832
chr5_129;chr1_2421
chr5_1302;chr18_397
chr5_1307;chr18_1743
chr5_1308;chr18_638
chr5_1309;chr18_635
chr5_130;chr1_4499
chr5_130;chr1_5271
chr5_1310;chr18_653
chr5_1314;chr6_1810
chr5_1315;chr11_697
chr5_1316;chr11_543
chr5_1317;chr11_2402
chr5_131;chr17_3573
chr5_1321;chr11_3457
chr5_1322;chr11_2893
chr5_1324;chr11_6345
chr5_1325;chr13_2178
chr5_1326;chr13_3151
chr5_1329;chr11_598
chr5_1331;chr13_2460
chr5_1333;chr13_3200
chr5_1339;chr15_1590
chr5_1341;chr15_2640
chr5_134;chr17_1887
chr5_1352;chr15_5
chr5_135;chr17_2545
chr5_1366;chr13_2315
chr5_136;chr18_2031
chr5_136;chr18_2288
chr5_137;chr18_474
chr5_1388;chr13_1591
chr5_1391;chr13_957
chr5_1392;chr13_954
chr5_139;chr18_481
chr5_13;chr11_640
chr5_1419;chr18_439
chr5_141;chr18_524
chr5_1429;chr18_2689
chr5_142;chr18_530
chr5_143;chr18_1338
chr5_1440;chr18_1515
chr5_1452;chr11_3704
chr5_1453;chr11_6401
chr5_1455;chr11_635
chr5_1466;chr13_2200
chr5_146;chr18_539
chr5_1473;chr18_2259
chr5_1474;chr18_1428
chr5_147;chr18_539
chr5_1489;chr18_1723
chr5_1507;chr18_1277
chr5_152;chr18_541
chr5_1533;chr11_2400
chr5_1549;chr11_422
chr5_154;chr18_1511
chr5_154;chr18_536
chr5_1550;chr11_423
chr5_1551;chr11_3633
chr5_1552;chr11_3631
chr5_1556;chr13_2176
chr5_1556;chr13_2824
chr5_1564;chr13_1501
chr5_1565;chr13_4238
chr5_1565;chr13_4239
chr5_1571;chr13_2191
chr5_157;chr18_543
chr5_1589;chr11_568
chr5_1596;chr13_844
chr5_1609;chr15_4323
chr5_1617;chr15_2867
chr5_1624;chr15_4159
chr5_1626;chr13_4170
chr5_1634;chr13_4569
chr5_163;chr18_2305
chr5_1645;chr13_4141
chr5_1649;chr13_1174
chr5_1650;chr13_4088
chr5_165;chr18_3123
chr5_1664;chr13_2291
chr5_1665;chr13_3633
chr5_1668;chr13_918
chr5_1682;chr13_2586
chr5_16;chr18_286
chr5_1700;chr18_495
chr5_1701;chr18_497
chr5_1702;chr18_2477
chr5_1705;chr18_1507
chr5_1706;chr18_1508
chr5_1707;chr18_1508
chr5_1709;chr18_542
chr5_1710;chr18_1163
chr5_1711;chr18_553
chr5_1715;chr11_4956
chr5_171;chr11_2790
chr5_1726;chr18_2260
chr5_172;chr11_2420
chr5_1734;chr18_657
chr5_1735;chr18_2872
chr5_1738;chr18_1546
chr5_1739;chr18_1533
chr5_173;chr11_630
chr5_1741;chr18_2311
chr5_1758;chr11_3290
chr5_1763;chr11_2371
chr5_1776;chr15_4325
chr5_1779;chr15_183
chr5_1788;chr13_3327
chr5_1791;chr13_1273
chr5_1792;chr13_1275
chr5_1796;chr13_4125
chr5_179;chr18_1427
chr5_1802;chr13_3648
chr5_1803;chr13_1115
chr5_1812;chr13_2008
chr5_181;chr18_1264
chr5_182;chr18_1436
chr5_184;chr18_2264
chr5_1854;chr11_649
chr5_185;chr18_341
chr5_1864;chr18_308
chr5_1866;chr18_2606
chr5_1866;chr18_2607
chr5_1869;chr18_368
chr5_1874;chr18_632
chr5_1879;chr18_1535
chr5_187;chr18_1986
chr5_1881;chr18_2867
chr5_1881;chr18_2868
chr5_1883;chr18_1525
chr5_1892;chr11_472
chr5_189;chr18_375
chr5_18;chr18_349
chr5_1903;chr13_2182
chr5_1904;chr13_2568
chr5_1906;chr13_2569
chr5_1907;chr11_587
chr5_1908;chr11_5410
chr5_1911;chr15_3257
chr5_1914;chr15_100
chr5_1915;chr15_101
chr5_191;chr18_981
chr5_1923;chr13_4279
chr5_1925;chr13_2285
chr5_1929;chr11_3707
chr5_1930;chr11_650
chr5_1932;chr13_2436
chr5_1933;chr13_3725
chr5_1935;chr18_1437
chr5_1937;chr18_336
chr5_1939;chr18_625
chr5_193;chr18_1040
chr5_1945;chr11_2922
chr5_1949;chr13_644
chr5_194;chr18_1741
chr5_1956;chr11_3689
chr5_1961;chr13_840
chr5_1975;chr13_1283
chr5_197;chr18_1823
chr5_1983;chr13_4336
chr5_1995;chr13_4020
chr5_19;chr11_529
chr5_2001;chr13_4010
chr5_200;chr11_687
chr5_201;chr11_694
chr5_2029;chr18_1430
chr5_2032;chr18_418
chr5_2033;chr18_405
chr5_2035;chr18_651
chr5_2036;chr11_6416
chr5_2037;chr11_687
chr5_2037;chr11_688
chr5_2057;chr13_2186
chr5_2071;chr13_3201
chr5_2075;chr13_1558
chr5_207;chr11_5401
chr5_2089;chr15_2904
chr5_2090;chr15_2896
chr5_209;chr11_478
chr5_2104;chr5_3596
chr5_2110;chr15_2214
chr5_2111;chr15_2889
chr5_2113;chr15_186
chr5_2114;chr1_1288
chr5_2117;chr15_174
chr5_211;chr11_471
chr5_2120;chr15_3478
chr5_2121;chr15_132
chr5_2126;chr15_3750
chr5_2127;chr15_85
chr5_2129;chr15_83
chr5_2131;chr15_70
chr5_2132;chr15_74
chr5_2135;chr15_2154
chr5_2136;chr15_3747
chr5_213;chr11_2395
chr5_2153;chr13_1369
chr5_2156;chr13_1905
chr5_215;chr11_6817
chr5_2160;chr13_1349
chr5_2162;chr13_3755
chr5_2163;chr13_1299
chr5_2164;chr13_4154
chr5_2165;chr13_4154
chr5_2166;chr13_1265
chr5_2167;chr13_3663
chr5_216;chr11_5396
chr5_2173;chr13_1248
chr5_2183;chr13_1250
chr5_2184;chr13_1237
chr5_2196;chr13_1215
chr5_2199;chr13_4300
chr5_219;chr17_3023
chr5_21;chr11_454
chr5_2200;chr13_4304
chr5_2203;chr13_4130
chr5_2205;chr13_1178
chr5_2206;chr13_2311
chr5_2208;chr13_2357
chr5_2212;chr13_3646
chr5_2214;chr13_1140
chr5_2224;chr13_1129
chr5_2226;chr13_1133
chr5_2227;chr13_1118
chr5_2230;chr13_1106
chr5_2237;chr5_5335
chr5_2239;chr13_1091
chr5_223;chr11_2373
chr5_2241;chr13_1091
chr5_2247;chr13_1084
chr5_2250;chr13_2924
chr5_2268;chr13_1847
chr5_226;chr13_1496
chr5_2279;chr13_2287
chr5_227;chr13_3148
chr5_2280;chr13_2887
chr5_2282;chr13_2884
chr5_228;chr13_1496
chr5_2290;chr13_909
chr5_2292;chr13_900
chr5_2294;chr13_897
chr5_229;chr11_601
chr5_2302;chr13_2584
chr5_2306;chr13_874
chr5_2306;chr13_875
chr5_230;chr11_590
chr5_2325;chr17_3140
chr5_2326;chr17_1107
chr5_2326;chr17_1108
chr5_2330;chr17_1109
chr5_2346;chr18_250
chr5_2349;chr18_259
chr5_234;chr11_580
chr5_2352;chr18_1694
chr5_2357;chr18_448
chr5_2358;chr18_438
chr5_2361;chr18_1491
chr5_2362;chr18_1492
chr5_2363;chr18_1493
chr5_2364;chr18_2456
chr5_2374;chr18_488
chr5_2375;chr18_488
chr5_2377;chr18_490
chr5_2381;chr18_491
chr5_2387;chr18_2467
chr5_2388;chr18_513
chr5_2389;chr18_503
chr5_2389;chr18_504
chr5_23;chr13_661
chr5_23;chr13_662
chr5_2401;chr18_1157
chr5_2402;chr18_1158
chr5_240;chr13_3613
chr5_2410;chr18_1027
chr5_2412;chr18_585
chr5_2414;chr18_2496
chr5_241;chr13_3612
chr5_2426;chr11_667
chr5_2428;chr11_2950
chr5_2429;chr11_678
chr5_2430;chr11_5421
chr5_2437;chr11_664
chr5_2438;chr11_651
chr5_2439;chr11_663
chr5_243;chr13_862
chr5_2440;chr11_643
chr5_2449;chr11_3701
chr5_2459;chr13_1514
chr5_2460;chr13_668
chr5_2464;chr13_1519
chr5_246;chr15_1847
chr5_2471;chr13_3453
chr5_2472;chr13_2831
chr5_2474;chr13_1520
chr5_2475;chr13_676
chr5_2479;chr13_2199
chr5_247;chr15_92
chr5_2480;chr13_2201
chr5_248;chr15_181
chr5_2492;chr18_3106
chr5_249;chr15_158
chr5_24;chr13_2343
chr5_2501;chr18_964
chr5_2507;chr18_969
chr5_250;chr15_4166
chr5_2510;chr18_1975
chr5_2512;chr18_321
chr5_2513;chr18_1443
chr5_2522;chr18_985
chr5_2523;chr18_1461
chr5_2524;chr18_1717
chr5_2524;chr18_388
chr5_2525;chr18_378
chr5_2527;chr18_2682
chr5_2533;chr18_395
chr5_2534;chr18_395
chr5_2544;chr18_408
chr5_254;chr15_1579
chr5_2554;chr18_414
chr5_2569;chr18_1816
chr5_256;chr13_1387
chr5_2570;chr18_1816
chr5_2576;chr18_1478
chr5_2579;chr18_406
chr5_2579;chr18_407
chr5_2580;chr18_407
chr5_2584;chr11_1182
chr5_259;chr13_1298
chr5_25;chr11_609
chr5_2602;chr18_2020
chr5_2606;chr18_426
chr5_2615;chr18_1558
chr5_2619;chr18_1042
chr5_2622;chr18_1553
chr5_262;chr13_4338
chr5_2632;chr18_645
chr5_2635;chr18_2315
chr5_2638;chr18_1036
chr5_2641;chr18_1035
chr5_2645;chr18_3027
chr5_2647;chr18_596
chr5_264;chr13_1191
chr5_2652;chr11_3470
chr5_2652;chr11_5427
chr5_2653;chr11_5427
chr5_2654;chr11_5427
chr5_2655;chr11_6417
chr5_2661;chr11_5426
chr5_2664;chr11_700
chr5_2665;chr11_700
chr5_2669;chr11_705
chr5_2670;chr11_705
chr5_2672;chr11_707
chr5_2673;chr11_709
chr5_2674;chr11_715
chr5_267;chr13_1101
chr5_2686;chr11_535
chr5_2687;chr11_531
chr5_2688;chr11_527
chr5_2689;chr11_532
chr5_268;chr13_1099
chr5_2690;chr11_2413
chr5_269;chr13_1066
chr5_26;chr11_3691
chr5_26;chr11_600
chr5_2701;chr11_2907
chr5_2702;chr11_509
chr5_2704;chr11_4926
chr5_2705;chr11_499
chr5_2709;chr11_483
chr5_271;chr13_1584
chr5_2721;chr11_5394
chr5_2722;chr11_5393
chr5_2723;chr11_5394
chr5_2724;chr11_2393
chr5_2729;chr11_452
chr5_272;chr13_2286
chr5_272;chr13_2886
chr5_2732;chr11_4748
chr5_2739;chr11_428
chr5_2740;chr11_5756
chr5_2744;chr11_2894
chr5_274;chr13_906
chr5_2753;chr17_3530
chr5_2756;chr17_403
chr5_2757;chr17_411
chr5_275;chr13_895
chr5_2763;chr17_2676
chr5_2763;chr17_2677
chr5_2765;chr17_397
chr5_2770;chr17_1554
chr5_2772;chr11_6343
chr5_2777;chr11_5380
chr5_2786;chr13_629
chr5_2789;chr13_2426
chr5_2790;chr13_1495
chr5_2791;chr13_4236
chr5_2792;chr13_1489
chr5_2795;chr13_2177
chr5_2796;chr13_2188
chr5_2797;chr13_637
chr5_27;chr11_584
chr5_27;chr11_585
chr5_2800;chr13_2177
chr5_2804;chr13_4400
chr5_2808;chr13_633
chr5_2810;chr11_611
chr5_2811;chr11_614
chr5_2814;chr11_5795
chr5_2815;chr11_5971
chr5_2820;chr11_599
chr5_2821;chr11_3691
chr5_2827;chr11_575
chr5_282;chr18_268
chr5_2835;chr11_545
chr5_2835;chr11_546
chr5_2839;chr13_1993
chr5_283;chr18_3114
chr5_2843;chr15_3758
chr5_2847;chr13_1880
chr5_2849;chr13_2004
chr5_2852;chr13_924
chr5_2853;chr13_922
chr5_2865;chr11_690
chr5_2867;chr11_2914
chr5_2868;chr11_2916
chr5_286;chr18_452
chr5_2872;chr11_4930
chr5_2875;chr11_3292
chr5_2878;chr11_3743
chr5_2880;chr13_4470
chr5_2880;chr13_657
chr5_2882;chr13_2192
chr5_2889;chr18_1504
chr5_2893;chr18_2989
chr5_2894;chr11_3630
chr5_2898;chr13_3346
chr5_289;chr18_518
chr5_2914;chr18_2445
chr5_2916;chr18_973
chr5_2917;chr18_346
chr5_2918;chr18_3073
chr5_2920;chr11_2969
chr5_2921;chr11_2963
chr5_2924;chr11_533
chr5_2925;chr11_6377
chr5_292;chr11_6414
chr5_2930;chr13_2955
chr5_295;chr11_648
chr5_2974;chr13_2476
chr5_2976;chr13_3512
chr5_2979;chr13_972
chr5_297;chr11_6397
chr5_2990;chr13_2284
chr5_299;chr11_615
chr5_29;chr11_6824
chr5_3005;chr13_1573
chr5_3005;chr13_889
chr5_3009;chr13_1566
chr5_301;chr18_273
chr5_302;chr18_278
chr5_3039;chr18_2845
chr5_3040;chr18_2847
chr5_3050;chr18_562
chr5_3059;chr13_3455
chr5_305;chr18_301
chr5_3064;chr18_381
chr5_3067;chr18_2279
chr5_3069;chr18_1488
chr5_306;chr18_295
chr5_3075;chr18_1489
chr5_307;chr18_303
chr5_3081;chr11_6827
chr5_308;chr18_3068
chr5_30;chr11_3677
chr5_310;chr18_322
chr5_3112;chr15_3493
chr5_3112;chr15_3494
chr5_3115;chr15_161
chr5_3119;chr13_2969
chr5_3120;chr13_2332
chr5_3121;chr13_3292
chr5_3125;chr13_1081
chr5_3126;chr13_3640
chr5_3134;chr13_913
chr5_313;chr18_329
chr5_313;chr18_330
chr5_3143;chr18_565
chr5_3143;chr18_566
chr5_3145;chr18_316
chr5_3150;chr11_536
chr5_3153;chr17_407
chr5_3154;chr17_3024
chr5_3155;chr17_403
chr5_3158;chr13_1509
chr5_3159;chr13_1510
chr5_315;chr18_1456
chr5_315;chr18_353
chr5_3160;chr11_4759
chr5_3164;chr15_1846
chr5_3167;chr15_3769
chr5_3168;chr15_2634
chr5_3169;chr15_2158
chr5_3173;chr15_153
chr5_3174;chr15_153
chr5_3177;chr15_85
chr5_317;chr18_368
chr5_3186;chr15_38
chr5_3190;chr13_1269
chr5_3191;chr13_1297
chr5_319;chr18_367
